rgb,mask,steering
sim_data/RGB\01291.png,sim_data/masks\01291.png,-0.0006155604496598244
sim_data/RGB\01292.png,sim_data/masks\01292.png,0.0007912935689091682
sim_data/RGB\01293.png,sim_data/masks\01293.png,-0.00017573311924934387
sim_data/RGB\01294.png,sim_data/masks\01294.png,0.0
sim_data/RGB\01295.png,sim_data/masks\01295.png,-0.0006155604496598244
sim_data/RGB\01296.png,sim_data/masks\01296.png,0.00017573311924934387
sim_data/RGB\01297.png,sim_data/masks\01297.png,0.0
sim_data/RGB\01298.png,sim_data/masks\01298.png,-0.00017573311924934387
sim_data/RGB\01299.png,sim_data/masks\01299.png,-0.00017573311924934387
sim_data/RGB\01300.png,sim_data/masks\01300.png,0.0
sim_data/RGB\01301.png,sim_data/masks\01301.png,0.0
sim_data/RGB\01302.png,sim_data/masks\01302.png,0.0
sim_data/RGB\01303.png,sim_data/masks\01303.png,0.0
sim_data/RGB\01304.png,sim_data/masks\01304.png,0.0
sim_data/RGB\01305.png,sim_data/masks\01305.png,0.0
sim_data/RGB\01306.png,sim_data/masks\01306.png,0.0
sim_data/RGB\01307.png,sim_data/masks\01307.png,0.0
sim_data/RGB\01308.png,sim_data/masks\01308.png,0.0
sim_data/RGB\01309.png,sim_data/masks\01309.png,0.000870533986017108
sim_data/RGB\01310.png,sim_data/masks\01310.png,-0.0002485241857357323
sim_data/RGB\01311.png,sim_data/masks\01311.png,0.0
sim_data/RGB\01312.png,sim_data/masks\01312.png,0.0006155604496598244
sim_data/RGB\01313.png,sim_data/masks\01313.png,-0.00017573311924934387
sim_data/RGB\01314.png,sim_data/masks\01314.png,0.0
sim_data/RGB\01315.png,sim_data/masks\01315.png,0.0
sim_data/RGB\01316.png,sim_data/masks\01316.png,0.0
sim_data/RGB\01317.png,sim_data/masks\01317.png,0.0
sim_data/RGB\01318.png,sim_data/masks\01318.png,0.0
sim_data/RGB\01319.png,sim_data/masks\01319.png,0.0
sim_data/RGB\01320.png,sim_data/masks\01320.png,-0.0006155604496598244
sim_data/RGB\01321.png,sim_data/masks\01321.png,-0.0006155604496598244
sim_data/RGB\01322.png,sim_data/masks\01322.png,-0.0006155604496598244
sim_data/RGB\01323.png,sim_data/masks\01323.png,-0.000870533986017108
sim_data/RGB\01324.png,sim_data/masks\01324.png,-0.000870533986017108
sim_data/RGB\01325.png,sim_data/masks\01325.png,0.000304378685541451
sim_data/RGB\01326.png,sim_data/masks\01326.png,0.0
sim_data/RGB\01327.png,sim_data/masks\01327.png,0.0
sim_data/RGB\01328.png,sim_data/masks\01328.png,0.0
sim_data/RGB\01329.png,sim_data/masks\01329.png,0.0
sim_data/RGB\01330.png,sim_data/masks\01330.png,-0.001066182041540742
sim_data/RGB\01331.png,sim_data/masks\01331.png,0.000304378685541451
sim_data/RGB\01332.png,sim_data/masks\01332.png,0.0
sim_data/RGB\01333.png,sim_data/masks\01333.png,0.0
sim_data/RGB\01334.png,sim_data/masks\01334.png,0.0
sim_data/RGB\01335.png,sim_data/masks\01335.png,0.0
sim_data/RGB\01336.png,sim_data/masks\01336.png,0.0
sim_data/RGB\01337.png,sim_data/masks\01337.png,0.0
sim_data/RGB\01338.png,sim_data/masks\01338.png,0.0
sim_data/RGB\01339.png,sim_data/masks\01339.png,0.0
sim_data/RGB\01340.png,sim_data/masks\01340.png,0.0
sim_data/RGB\01341.png,sim_data/masks\01341.png,0.0
sim_data/RGB\01342.png,sim_data/masks\01342.png,0.0
sim_data/RGB\01343.png,sim_data/masks\01343.png,-0.0006155604496598244
sim_data/RGB\01344.png,sim_data/masks\01344.png,0.00017573311924934387
sim_data/RGB\01345.png,sim_data/masks\01345.png,0.00017573311924934387
sim_data/RGB\01346.png,sim_data/masks\01346.png,0.00017573311924934387
sim_data/RGB\01347.png,sim_data/masks\01347.png,-0.0002485241857357323
sim_data/RGB\01348.png,sim_data/masks\01348.png,-0.0002485241857357323
sim_data/RGB\01349.png,sim_data/masks\01349.png,-0.0002485241857357323
sim_data/RGB\01350.png,sim_data/masks\01350.png,0.0
sim_data/RGB\01351.png,sim_data/masks\01351.png,-0.0006155604496598244
sim_data/RGB\01352.png,sim_data/masks\01352.png,-0.00043982735951431096
sim_data/RGB\01353.png,sim_data/masks\01353.png,0.00017573311924934387
sim_data/RGB\01354.png,sim_data/masks\01354.png,0.000870533986017108
sim_data/RGB\01355.png,sim_data/masks\01355.png,-0.0002485241857357323
sim_data/RGB\01356.png,sim_data/masks\01356.png,0.0
sim_data/RGB\01357.png,sim_data/masks\01357.png,0.0
sim_data/RGB\01358.png,sim_data/masks\01358.png,0.0006155604496598244
sim_data/RGB\01359.png,sim_data/masks\01359.png,0.0006155604496598244
sim_data/RGB\01360.png,sim_data/masks\01360.png,-0.00017573311924934387
sim_data/RGB\01361.png,sim_data/masks\01361.png,0.0
sim_data/RGB\01362.png,sim_data/masks\01362.png,-0.0006155604496598244
sim_data/RGB\01363.png,sim_data/masks\01363.png,0.00017573311924934387
sim_data/RGB\01364.png,sim_data/masks\01364.png,0.0
sim_data/RGB\01365.png,sim_data/masks\01365.png,0.0
sim_data/RGB\01366.png,sim_data/masks\01366.png,0.0
sim_data/RGB\01367.png,sim_data/masks\01367.png,0.0
sim_data/RGB\01368.png,sim_data/masks\01368.png,0.0
sim_data/RGB\01369.png,sim_data/masks\01369.png,-0.0006155604496598244
sim_data/RGB\01370.png,sim_data/masks\01370.png,-0.00043982735951431096
sim_data/RGB\01371.png,sim_data/masks\01371.png,0.00017573311924934387
sim_data/RGB\01372.png,sim_data/masks\01372.png,0.0
sim_data/RGB\01373.png,sim_data/masks\01373.png,-0.0006155604496598244
sim_data/RGB\01374.png,sim_data/masks\01374.png,-0.00043982735951431096
sim_data/RGB\01375.png,sim_data/masks\01375.png,-0.0006948008667677641
sim_data/RGB\01376.png,sim_data/masks\01376.png,-0.0006948008667677641
sim_data/RGB\01377.png,sim_data/masks\01377.png,0.0006155604496598244
sim_data/RGB\01378.png,sim_data/masks\01378.png,0.0006155604496598244
sim_data/RGB\01379.png,sim_data/masks\01379.png,-0.0010462671052664518
sim_data/RGB\01380.png,sim_data/masks\01380.png,-0.0010462671052664518
sim_data/RGB\01381.png,sim_data/masks\01381.png,0.0
sim_data/RGB\01382.png,sim_data/masks\01382.png,0.0
sim_data/RGB\01383.png,sim_data/masks\01383.png,-0.00017573311924934387
sim_data/RGB\01384.png,sim_data/masks\01384.png,-0.00017573311924934387
sim_data/RGB\01385.png,sim_data/masks\01385.png,0.0
sim_data/RGB\01386.png,sim_data/masks\01386.png,0.0
sim_data/RGB\01387.png,sim_data/masks\01387.png,-0.0006155604496598244
sim_data/RGB\01388.png,sim_data/masks\01388.png,0.00017573311924934387
sim_data/RGB\01389.png,sim_data/masks\01389.png,0.0
sim_data/RGB\01390.png,sim_data/masks\01390.png,-0.0006155604496598244
sim_data/RGB\01391.png,sim_data/masks\01391.png,-0.00043982735951431096
sim_data/RGB\01392.png,sim_data/masks\01392.png,-0.00043982735951431096
sim_data/RGB\01393.png,sim_data/masks\01393.png,0.00017573311924934387
sim_data/RGB\01394.png,sim_data/masks\01394.png,-0.0007912935689091682
sim_data/RGB\01395.png,sim_data/masks\01395.png,0.00017573311924934387
sim_data/RGB\01396.png,sim_data/masks\01396.png,-0.0006155604496598244
sim_data/RGB\01397.png,sim_data/masks\01397.png,-0.00043982735951431096
sim_data/RGB\01398.png,sim_data/masks\01398.png,0.00017573311924934387
sim_data/RGB\01399.png,sim_data/masks\01399.png,0.00017573311924934387
sim_data/RGB\01400.png,sim_data/masks\01400.png,0.00017573311924934387
sim_data/RGB\01401.png,sim_data/masks\01401.png,0.0
sim_data/RGB\01402.png,sim_data/masks\01402.png,-0.000870533986017108
sim_data/RGB\01403.png,sim_data/masks\01403.png,0.0002485241857357323
sim_data/RGB\01404.png,sim_data/masks\01404.png,-0.0006155604496598244
sim_data/RGB\01405.png,sim_data/masks\01405.png,-0.00043982735951431096
sim_data/RGB\01406.png,sim_data/masks\01406.png,-0.000890448922291398
sim_data/RGB\01407.png,sim_data/masks\01407.png,-0.0005661552422679961
sim_data/RGB\01408.png,sim_data/masks\01408.png,0.0002485241857357323
sim_data/RGB\01409.png,sim_data/masks\01409.png,-0.03335455060005188
sim_data/RGB\01410.png,sim_data/masks\01410.png,-0.02505946159362793
sim_data/RGB\01411.png,sim_data/masks\01411.png,-0.008113259449601173
sim_data/RGB\01412.png,sim_data/masks\01412.png,-0.008113259449601173
sim_data/RGB\01413.png,sim_data/masks\01413.png,-0.0009238827042281628
sim_data/RGB\01414.png,sim_data/masks\01414.png,0.0009625300299376249
sim_data/RGB\01415.png,sim_data/masks\01415.png,0.0
sim_data/RGB\01416.png,sim_data/masks\01416.png,0.0
sim_data/RGB\01417.png,sim_data/masks\01417.png,-0.051625706255435944
sim_data/RGB\01418.png,sim_data/masks\01418.png,-0.051625706255435944
sim_data/RGB\01419.png,sim_data/masks\01419.png,-0.024011999368667603
sim_data/RGB\01420.png,sim_data/masks\01420.png,-0.024011999368667603
sim_data/RGB\01421.png,sim_data/masks\01421.png,-0.00760516757145524
sim_data/RGB\01422.png,sim_data/masks\01422.png,-0.00515981949865818
sim_data/RGB\01423.png,sim_data/masks\01423.png,-0.0029627385083585978
sim_data/RGB\01424.png,sim_data/masks\01424.png,-0.07776057720184326
sim_data/RGB\01425.png,sim_data/masks\01425.png,-0.05868183821439743
sim_data/RGB\01426.png,sim_data/masks\01426.png,-0.041935328394174576
sim_data/RGB\01427.png,sim_data/masks\01427.png,-0.030962524935603142
sim_data/RGB\01428.png,sim_data/masks\01428.png,-0.01127968356013298
sim_data/RGB\01429.png,sim_data/masks\01429.png,-0.01127968356013298
sim_data/RGB\01430.png,sim_data/masks\01430.png,-0.003147526178508997
sim_data/RGB\01431.png,sim_data/masks\01431.png,-0.002284316113218665
sim_data/RGB\01432.png,sim_data/masks\01432.png,-0.0844731256365776
sim_data/RGB\01433.png,sim_data/masks\01433.png,-0.06653084605932236
sim_data/RGB\01434.png,sim_data/masks\01434.png,-0.05672381818294525
sim_data/RGB\01435.png,sim_data/masks\01435.png,-0.031280748546123505
sim_data/RGB\01436.png,sim_data/masks\01436.png,-0.01892765425145626
sim_data/RGB\01437.png,sim_data/masks\01437.png,-0.0052767060697078705
sim_data/RGB\01438.png,sim_data/masks\01438.png,-0.0052767060697078705
sim_data/RGB\01439.png,sim_data/masks\01439.png,-0.0857691764831543
sim_data/RGB\01440.png,sim_data/masks\01440.png,-0.0857691764831543
sim_data/RGB\01441.png,sim_data/masks\01441.png,-0.046042300760746
sim_data/RGB\01442.png,sim_data/masks\01442.png,-0.046042300760746
sim_data/RGB\01443.png,sim_data/masks\01443.png,-0.017692090943455696
sim_data/RGB\01444.png,sim_data/masks\01444.png,-0.017692090943455696
sim_data/RGB\01445.png,sim_data/masks\01445.png,-0.0061296746134757996
sim_data/RGB\01446.png,sim_data/masks\01446.png,-0.0061296746134757996
sim_data/RGB\01447.png,sim_data/masks\01447.png,-0.08529698848724365
sim_data/RGB\01448.png,sim_data/masks\01448.png,-0.06536057591438293
sim_data/RGB\01449.png,sim_data/masks\01449.png,-0.06536057591438293
sim_data/RGB\01450.png,sim_data/masks\01450.png,-0.02801351062953472
sim_data/RGB\01451.png,sim_data/masks\01451.png,-0.02801351062953472
sim_data/RGB\01452.png,sim_data/masks\01452.png,-0.008217410184442997
sim_data/RGB\01453.png,sim_data/masks\01453.png,-0.008217410184442997
sim_data/RGB\01454.png,sim_data/masks\01454.png,-0.0021826638840138912
sim_data/RGB\01455.png,sim_data/masks\01455.png,-0.0021826638840138912
sim_data/RGB\01456.png,sim_data/masks\01456.png,-0.06066861003637314
sim_data/RGB\01457.png,sim_data/masks\01457.png,-0.06066861003637314
sim_data/RGB\01458.png,sim_data/masks\01458.png,-0.024019712582230568
sim_data/RGB\01459.png,sim_data/masks\01459.png,-0.024019712582230568
sim_data/RGB\01460.png,sim_data/masks\01460.png,-0.0038101645186543465
sim_data/RGB\01461.png,sim_data/masks\01461.png,-0.0038101645186543465
sim_data/RGB\01462.png,sim_data/masks\01462.png,-0.0006527830846607685
sim_data/RGB\01463.png,sim_data/masks\01463.png,-0.08767258375883102
sim_data/RGB\01464.png,sim_data/masks\01464.png,-0.08767258375883102
sim_data/RGB\01465.png,sim_data/masks\01465.png,-0.04825010150671005
sim_data/RGB\01466.png,sim_data/masks\01466.png,-0.04825010150671005
sim_data/RGB\01467.png,sim_data/masks\01467.png,-0.037936389446258545
sim_data/RGB\01468.png,sim_data/masks\01468.png,-0.01866535283625126
sim_data/RGB\01469.png,sim_data/masks\01469.png,-0.003969117067754269
sim_data/RGB\01470.png,sim_data/masks\01470.png,-0.003969117067754269
sim_data/RGB\01471.png,sim_data/masks\01471.png,-0.08717957139015198
sim_data/RGB\01472.png,sim_data/masks\01472.png,-0.08717957139015198
sim_data/RGB\01473.png,sim_data/masks\01473.png,-0.05157480388879776
sim_data/RGB\01474.png,sim_data/masks\01474.png,-0.038668274879455566
sim_data/RGB\01475.png,sim_data/masks\01475.png,-0.027150895446538925
sim_data/RGB\01476.png,sim_data/masks\01476.png,-0.013843541964888573
sim_data/RGB\01477.png,sim_data/masks\01477.png,-0.009916512295603752
sim_data/RGB\01478.png,sim_data/masks\01478.png,-0.004134953487664461
sim_data/RGB\01479.png,sim_data/masks\01479.png,-0.0029675932601094246
sim_data/RGB\01480.png,sim_data/masks\01480.png,-0.12352496385574341
sim_data/RGB\01481.png,sim_data/masks\01481.png,-0.0946870967745781
sim_data/RGB\01482.png,sim_data/masks\01482.png,-0.06407015025615692
sim_data/RGB\01483.png,sim_data/masks\01483.png,-0.04726440832018852
sim_data/RGB\01484.png,sim_data/masks\01484.png,-0.020694147795438766
sim_data/RGB\01485.png,sim_data/masks\01485.png,-0.015287857502698898
sim_data/RGB\01486.png,sim_data/masks\01486.png,-0.004640520084649324
sim_data/RGB\01487.png,sim_data/masks\01487.png,-0.08817236125469208
sim_data/RGB\01488.png,sim_data/masks\01488.png,-0.06775009632110596
sim_data/RGB\01489.png,sim_data/masks\01489.png,-0.032584886997938156
sim_data/RGB\01490.png,sim_data/masks\01490.png,-0.032584886997938156
sim_data/RGB\01491.png,sim_data/masks\01491.png,-0.08074762672185898
sim_data/RGB\01492.png,sim_data/masks\01492.png,-0.08074762672185898
sim_data/RGB\01493.png,sim_data/masks\01493.png,-0.04033813625574112
sim_data/RGB\01494.png,sim_data/masks\01494.png,-0.04033813625574112
sim_data/RGB\01495.png,sim_data/masks\01495.png,-0.11257646977901459
sim_data/RGB\01496.png,sim_data/masks\01496.png,-0.11257646977901459
sim_data/RGB\01497.png,sim_data/masks\01497.png,-0.05894209444522858
sim_data/RGB\01498.png,sim_data/masks\01498.png,-0.05894209444522858
sim_data/RGB\01499.png,sim_data/masks\01499.png,-0.1154286116361618
sim_data/RGB\01500.png,sim_data/masks\01500.png,-0.08852771669626236
sim_data/RGB\01501.png,sim_data/masks\01501.png,-0.0721064954996109
sim_data/RGB\01502.png,sim_data/masks\01502.png,-0.04461713135242462
sim_data/RGB\01503.png,sim_data/masks\01503.png,-0.12157438695430756
sim_data/RGB\01504.png,sim_data/masks\01504.png,-0.08666336536407471
sim_data/RGB\01505.png,sim_data/masks\01505.png,-0.07280096411705017
sim_data/RGB\01506.png,sim_data/masks\01506.png,-0.04260256141424179
sim_data/RGB\01507.png,sim_data/masks\01507.png,-0.11874019354581833
sim_data/RGB\01508.png,sim_data/masks\01508.png,-0.08575501292943954
sim_data/RGB\01509.png,sim_data/masks\01509.png,-0.03765462338924408
sim_data/RGB\01510.png,sim_data/masks\01510.png,-0.03765462338924408
sim_data/RGB\01511.png,sim_data/masks\01511.png,-0.11318054795265198
sim_data/RGB\01512.png,sim_data/masks\01512.png,-0.07959488779306412
sim_data/RGB\01513.png,sim_data/masks\01513.png,-0.06664099544286728
sim_data/RGB\01514.png,sim_data/masks\01514.png,-0.04002556949853897
sim_data/RGB\01515.png,sim_data/masks\01515.png,-0.11799822747707367
sim_data/RGB\01516.png,sim_data/masks\01516.png,-0.08560904115438461
sim_data/RGB\01517.png,sim_data/masks\01517.png,-0.04033235087990761
sim_data/RGB\01518.png,sim_data/masks\01518.png,-0.11465702950954437
sim_data/RGB\01519.png,sim_data/masks\01519.png,-0.11465702950954437
sim_data/RGB\01520.png,sim_data/masks\01520.png,-0.05572747811675072
sim_data/RGB\01521.png,sim_data/masks\01521.png,-0.05572747811675072
sim_data/RGB\01522.png,sim_data/masks\01522.png,-0.11354286968708038
sim_data/RGB\01523.png,sim_data/masks\01523.png,-0.08501572161912918
sim_data/RGB\01524.png,sim_data/masks\01524.png,-0.06345818936824799
sim_data/RGB\01525.png,sim_data/masks\01525.png,-0.04185575619339943
sim_data/RGB\01526.png,sim_data/masks\01526.png,-0.028873853385448456
sim_data/RGB\01527.png,sim_data/masks\01527.png,-0.11286616325378418
sim_data/RGB\01528.png,sim_data/masks\01528.png,-0.0841393694281578
sim_data/RGB\01529.png,sim_data/masks\01529.png,-0.06719355285167694
sim_data/RGB\01530.png,sim_data/masks\01530.png,-0.04630967229604721
sim_data/RGB\01531.png,sim_data/masks\01531.png,-0.11468759179115295
sim_data/RGB\01532.png,sim_data/masks\01532.png,-0.08288288861513138
sim_data/RGB\01533.png,sim_data/masks\01533.png,-0.05512239411473274
sim_data/RGB\01534.png,sim_data/masks\01534.png,-0.036300696432590485
sim_data/RGB\01535.png,sim_data/masks\01535.png,-0.11542268097400665
sim_data/RGB\01536.png,sim_data/masks\01536.png,-0.08572818338871002
sim_data/RGB\01537.png,sim_data/masks\01537.png,-0.060936957597732544
sim_data/RGB\01538.png,sim_data/masks\01538.png,-0.028368208557367325
sim_data/RGB\01539.png,sim_data/masks\01539.png,-0.10761374980211258
sim_data/RGB\01540.png,sim_data/masks\01540.png,-0.0807238221168518
sim_data/RGB\01541.png,sim_data/masks\01541.png,-0.05707734450697899
sim_data/RGB\01542.png,sim_data/masks\01542.png,-0.03381093963980675
sim_data/RGB\01543.png,sim_data/masks\01543.png,-0.16858382523059845
sim_data/RGB\01544.png,sim_data/masks\01544.png,-0.12534435093402863
sim_data/RGB\01545.png,sim_data/masks\01545.png,-0.12534435093402863
sim_data/RGB\01546.png,sim_data/masks\01546.png,-0.09313790500164032
sim_data/RGB\01547.png,sim_data/masks\01547.png,-0.0539097934961319
sim_data/RGB\01548.png,sim_data/masks\01548.png,-0.025497321039438248
sim_data/RGB\01549.png,sim_data/masks\01549.png,-0.025497321039438248
sim_data/RGB\01550.png,sim_data/masks\01550.png,-0.010206240229308605
sim_data/RGB\01551.png,sim_data/masks\01551.png,0.001203230582177639
sim_data/RGB\01552.png,sim_data/masks\01552.png,-0.06801861524581909
sim_data/RGB\01553.png,sim_data/masks\01553.png,-0.06801861524581909
sim_data/RGB\01554.png,sim_data/masks\01554.png,-0.05213399976491928
sim_data/RGB\01555.png,sim_data/masks\01555.png,-0.028122516348958015
sim_data/RGB\01556.png,sim_data/masks\01556.png,-0.012533508241176605
sim_data/RGB\01557.png,sim_data/masks\01557.png,-0.003274213522672653
sim_data/RGB\01558.png,sim_data/masks\01558.png,-0.003274213522672653
sim_data/RGB\01559.png,sim_data/masks\01559.png,0.00033624074421823025
sim_data/RGB\01560.png,sim_data/masks\01560.png,-0.02575492300093174
sim_data/RGB\01561.png,sim_data/masks\01561.png,-0.019647466018795967
sim_data/RGB\01562.png,sim_data/masks\01562.png,-0.019647466018795967
sim_data/RGB\01563.png,sim_data/masks\01563.png,-0.01095957588404417
sim_data/RGB\01564.png,sim_data/masks\01564.png,-0.002487185876816511
sim_data/RGB\01565.png,sim_data/masks\01565.png,-0.002487185876816511
sim_data/RGB\01566.png,sim_data/masks\01566.png,0.0022367192432284355
sim_data/RGB\01567.png,sim_data/masks\01567.png,0.0023840556386858225
sim_data/RGB\01568.png,sim_data/masks\01568.png,-0.009831585921347141
sim_data/RGB\01569.png,sim_data/masks\01569.png,-0.009831585921347141
sim_data/RGB\01570.png,sim_data/masks\01570.png,-0.008031588979065418
sim_data/RGB\01571.png,sim_data/masks\01571.png,-0.005150793120265007
sim_data/RGB\01572.png,sim_data/masks\01572.png,-0.002738064154982567
sim_data/RGB\01573.png,sim_data/masks\01573.png,-0.002738064154982567
sim_data/RGB\01574.png,sim_data/masks\01574.png,-0.0011624691542237997
sim_data/RGB\01575.png,sim_data/masks\01575.png,-0.00012496148701757193
sim_data/RGB\01576.png,sim_data/masks\01576.png,-0.00012496148701757193
sim_data/RGB\01577.png,sim_data/masks\01577.png,0.0002485241857357323
sim_data/RGB\01578.png,sim_data/masks\01578.png,-0.00500083900988102
sim_data/RGB\01579.png,sim_data/masks\01579.png,-0.004758646711707115
sim_data/RGB\01580.png,sim_data/masks\01580.png,-0.004758646711707115
sim_data/RGB\01581.png,sim_data/masks\01581.png,-0.0033099465072155
sim_data/RGB\01582.png,sim_data/masks\01582.png,-0.0019224314019083977
sim_data/RGB\01583.png,sim_data/masks\01583.png,-0.0010790531523525715
sim_data/RGB\01584.png,sim_data/masks\01584.png,-0.0007935941684991121
sim_data/RGB\01585.png,sim_data/masks\01585.png,0.00039295118767768145
sim_data/RGB\01586.png,sim_data/masks\01586.png,0.00039295118767768145
sim_data/RGB\01587.png,sim_data/masks\01587.png,-0.002219435293227434
sim_data/RGB\01588.png,sim_data/masks\01588.png,-0.0017504406860098243
sim_data/RGB\01589.png,sim_data/masks\01589.png,-0.0003855706308968365
sim_data/RGB\01590.png,sim_data/masks\01590.png,-0.0007618034142069519
sim_data/RGB\01591.png,sim_data/masks\01591.png,0.000304378685541451
sim_data/RGB\01592.png,sim_data/masks\01592.png,0.0
sim_data/RGB\01593.png,sim_data/masks\01593.png,0.0
sim_data/RGB\01594.png,sim_data/masks\01594.png,-0.0006155604496598244
sim_data/RGB\01595.png,sim_data/masks\01595.png,0.0007912935689091682
sim_data/RGB\01596.png,sim_data/masks\01596.png,-0.0007912935689091682
sim_data/RGB\01597.png,sim_data/masks\01597.png,-0.0006948008667677641
sim_data/RGB\01598.png,sim_data/masks\01598.png,-0.0006948008667677641
sim_data/RGB\01599.png,sim_data/masks\01599.png,0.0002485241857357323
sim_data/RGB\01600.png,sim_data/masks\01600.png,0.0
sim_data/RGB\01601.png,sim_data/masks\01601.png,0.0
sim_data/RGB\01602.png,sim_data/masks\01602.png,-0.0006155604496598244
sim_data/RGB\01603.png,sim_data/masks\01603.png,-0.00043982735951431096
sim_data/RGB\01604.png,sim_data/masks\01604.png,0.00017573311924934387
sim_data/RGB\01605.png,sim_data/masks\01605.png,0.0006155604496598244
sim_data/RGB\01606.png,sim_data/masks\01606.png,-0.01180642656981945
sim_data/RGB\01607.png,sim_data/masks\01607.png,-0.008615797385573387
sim_data/RGB\01608.png,sim_data/masks\01608.png,-0.005618300288915634
sim_data/RGB\01609.png,sim_data/masks\01609.png,-0.003730865428224206
sim_data/RGB\01610.png,sim_data/masks\01610.png,-0.002463999204337597
sim_data/RGB\01611.png,sim_data/masks\01611.png,-0.0017346097156405449
sim_data/RGB\01612.png,sim_data/masks\01612.png,-0.0013766485499218106
sim_data/RGB\01613.png,sim_data/masks\01613.png,-0.0011074531357735395
sim_data/RGB\01614.png,sim_data/masks\01614.png,-0.0005691337864845991
sim_data/RGB\01615.png,sim_data/masks\01615.png,-0.00031118179322220385
sim_data/RGB\01616.png,sim_data/masks\01616.png,-0.00043982735951431096
sim_data/RGB\01617.png,sim_data/masks\01617.png,0.00017573311924934387
sim_data/RGB\01618.png,sim_data/masks\01618.png,0.0
sim_data/RGB\01619.png,sim_data/masks\01619.png,-0.11922180652618408
sim_data/RGB\01620.png,sim_data/masks\01620.png,-0.09019208699464798
sim_data/RGB\01621.png,sim_data/masks\01621.png,-0.07076812535524368
sim_data/RGB\01622.png,sim_data/masks\01622.png,-0.05384069308638573
sim_data/RGB\01623.png,sim_data/masks\01623.png,-0.04127352684736252
sim_data/RGB\01624.png,sim_data/masks\01624.png,-0.02757471241056919
sim_data/RGB\01625.png,sim_data/masks\01625.png,-0.01985197886824608
sim_data/RGB\01626.png,sim_data/masks\01626.png,-0.01368839479982853
sim_data/RGB\01627.png,sim_data/masks\01627.png,-0.01368839479982853
sim_data/RGB\01628.png,sim_data/masks\01628.png,-0.008800207637250423
sim_data/RGB\01629.png,sim_data/masks\01629.png,-0.003792652627453208
sim_data/RGB\01630.png,sim_data/masks\01630.png,-0.13769574463367462
sim_data/RGB\01631.png,sim_data/masks\01631.png,-0.12082907557487488
sim_data/RGB\01632.png,sim_data/masks\01632.png,-0.27082908153533936
sim_data/RGB\01633.png,sim_data/masks\01633.png,-0.2073059380054474
sim_data/RGB\01634.png,sim_data/masks\01634.png,-0.13684935867786407
sim_data/RGB\01635.png,sim_data/masks\01635.png,-0.048365820199251175
sim_data/RGB\01636.png,sim_data/masks\01636.png,0.09788781404495239
sim_data/RGB\01637.png,sim_data/masks\01637.png,0.09654000401496887
sim_data/RGB\01638.png,sim_data/masks\01638.png,0.06991485506296158
sim_data/RGB\01639.png,sim_data/masks\01639.png,0.06991485506296158
sim_data/RGB\01640.png,sim_data/masks\01640.png,0.035100795328617096
sim_data/RGB\01641.png,sim_data/masks\01641.png,0.00972540769726038
sim_data/RGB\01642.png,sim_data/masks\01642.png,-0.003946978133171797
sim_data/RGB\01643.png,sim_data/masks\01643.png,0.12193084508180618
sim_data/RGB\01644.png,sim_data/masks\01644.png,0.12193084508180618
sim_data/RGB\01645.png,sim_data/masks\01645.png,0.27193084359169006
sim_data/RGB\01646.png,sim_data/masks\01646.png,0.24710391461849213
sim_data/RGB\01647.png,sim_data/masks\01647.png,0.18076060712337494
sim_data/RGB\01648.png,sim_data/masks\01648.png,0.11017511039972305
sim_data/RGB\01649.png,sim_data/masks\01649.png,0.08136355876922607
sim_data/RGB\01650.png,sim_data/masks\01650.png,0.047290727496147156
sim_data/RGB\01651.png,sim_data/masks\01651.png,0.0232207253575325
sim_data/RGB\01652.png,sim_data/masks\01652.png,0.01099703274667263
sim_data/RGB\01653.png,sim_data/masks\01653.png,0.0040804799646139145
sim_data/RGB\01654.png,sim_data/masks\01654.png,0.0008635516278445721
sim_data/RGB\01655.png,sim_data/masks\01655.png,-8.617737330496311e-05
sim_data/RGB\01656.png,sim_data/masks\01656.png,0.006900577340275049
sim_data/RGB\01657.png,sim_data/masks\01657.png,0.005042089149355888
sim_data/RGB\01658.png,sim_data/masks\01658.png,0.003877597162500024
sim_data/RGB\01659.png,sim_data/masks\01659.png,0.001850552624091506
sim_data/RGB\01660.png,sim_data/masks\01660.png,0.001293706358410418
sim_data/RGB\01661.png,sim_data/masks\01661.png,-0.0006575331790372729
sim_data/RGB\01662.png,sim_data/masks\01662.png,0.001066182041540742
sim_data/RGB\01663.png,sim_data/masks\01663.png,-0.000304378685541451
sim_data/RGB\01664.png,sim_data/masks\01664.png,0.003138755215331912
sim_data/RGB\01665.png,sim_data/masks\01665.png,0.0022426885552704334
sim_data/RGB\01666.png,sim_data/masks\01666.png,0.001487988862209022
sim_data/RGB\01667.png,sim_data/masks\01667.png,0.0006958235753700137
sim_data/RGB\01668.png,sim_data/masks\01668.png,0.0006732309120707214
sim_data/RGB\01669.png,sim_data/masks\01669.png,0.00031118179322220385
sim_data/RGB\01670.png,sim_data/masks\01670.png,-0.00017573311924934387
sim_data/RGB\01671.png,sim_data/masks\01671.png,0.0015078091528266668
sim_data/RGB\01672.png,sim_data/masks\01672.png,0.0009459785069338977
sim_data/RGB\01673.png,sim_data/masks\01673.png,-0.00039295118767768145
sim_data/RGB\01674.png,sim_data/masks\01674.png,0.0
sim_data/RGB\01675.png,sim_data/masks\01675.png,0.0006155604496598244
sim_data/RGB\01676.png,sim_data/masks\01676.png,0.0010553877800703049
